date,high,low,close,volume
2025-01-14 18:30:00,1120.0,1109.5,1115.0,516
2025-01-15 18:30:00,1118.0,1109.0,1110.25,226
2025-01-16 18:30:00,1120.0,1100.0,1116.0,122
2025-01-19 18:30:00,1120.0,1100.0,1102.0,326
2025-01-20 18:30:00,1100.25,1100.0,1100.0,149
2025-01-21 18:30:00,1118.0,1105.0,1100.0,10
2025-01-22 18:30:00,1118.0,1099.0,1100.0,352
2025-01-23 18:30:00,1119.75,1100.0,1100.0,211
2025-01-26 18:30:00,1100.0,1100.0,1100.0,100
2025-01-27 18:30:00,1100.0,1100.0,1100.0,66
2025-01-28 18:30:00,1117.75,1091.0,1100.0,42
2025-01-29 18:30:00,1123.0,1115.0,1119.0,423
2025-01-30 18:30:00,1160.0,1125.0,1155.75,212
2025-02-02 18:30:00,1200.0,1120.0,1170.75,255
2025-02-04 18:30:00,1199.75,1112.0,1121.0,107
2025-02-05 18:30:00,1113.0,1111.0,1111.0,541
2025-02-06 18:30:00,1115.0,1115.0,1111.0,8
2025-02-09 18:30:00,1168.0,1125.0,1111.0,44
2025-02-10 18:30:00,1167.25,1100.25,1111.0,93
2025-02-13 18:30:00,1100.0,1100.0,1111.0,2
2025-02-16 18:30:00,1111.0,1111.0,1111.0,260
2025-02-17 18:30:00,1149.0,1100.0,1101.0,533
2025-02-20 05:27:14,1075.0,1075.0,1101.0,1
2025-02-23 18:30:00,1120.0,1100.0,1101.0,82
2025-02-24 18:30:00,1120.0,960.0,1061.25,1099
2025-02-26 18:30:00,1060.0,1060.0,1060.0,100
2025-02-27 18:30:00,1090.0,1060.0,1060.0,15
2025-03-02 18:30:00,1080.5,1060.0,1060.0,26
2025-03-05 18:30:00,1120.0,1000.5,1062.0,103
2025-03-06 18:30:00,1120.0,1100.0,1100.0,238
2025-03-09 18:30:00,1095.0,1090.5,1100.0,16
2025-03-10 18:30:00,1095.0,1002.5,1100.0,5
2025-03-11 18:30:00,1010.0,1010.0,1100.0,9
2025-03-16 18:30:00,1099.0,1099.0,1100.0,50
2025-03-17 18:30:00,1099.0,1052.0,1100.0,67
2025-03-18 18:30:00,1060.0,1060.0,1100.0,77
2025-03-19 18:30:00,1090.0,1060.0,1090.0,107
2025-03-20 18:30:00,1065.25,1052.0,1090.0,25
2025-03-24 04:17:55,1115.0,1064.5,1090.0,17
2025-03-24 18:30:00,1100.0,1070.0,1090.0,94
2025-03-31 18:30:00,1100.0,1090.0,1097.75,101
2025-04-01 18:30:00,1149.0,1100.0,1110.0,168
2025-04-02 18:30:00,1110.0,1085.0,1098.5,237
2025-04-03 18:30:00,1075.0,1075.0,1098.5,3
2025-04-06 18:30:00,1100.0,1020.0,1098.5,54
2025-04-07 18:30:00,1100.0,1085.0,1099.25,131
2025-04-08 18:30:00,1099.0,1088.0,1099.25,54
2025-04-09 18:30:00,1100.0,1087.0,1088.25,245
2025-04-15 18:30:00,1100.0,1070.0,1088.25,25
2025-04-16 18:30:00,1099.0,1075.0,1088.25,64
2025-04-20 18:30:00,1091.75,1075.0,1088.25,22
2025-04-21 18:30:00,1080.25,1080.25,1088.25,1
2025-04-22 18:30:00,1126.0,1090.0,1118.25,141
2025-04-24 18:30:00,1118.5,1075.0,1092.0,131
2025-04-27 18:30:00,1112.0,1111.0,1092.0,17
2025-04-28 18:30:00,1100.0,1062.0,1092.0,58
2025-04-29 18:30:00,1090.0,1090.0,1092.0,50
2025-05-01 18:30:00,1092.0,1085.0,1092.0,11
2025-05-04 18:30:00,1100.0,1090.0,1092.0,42
2025-05-05 18:30:00,1085.0,1085.0,1092.0,2
2025-05-06 18:30:00,1086.0,1085.0,1092.0,18
2025-05-07 18:30:00,1100.0,1085.0,1086.0,196
2025-05-08 18:30:00,1096.0,1090.0,1086.0,23
2025-05-13 18:30:00,1085.0,1080.0,1085.0,902
2025-05-14 18:30:00,1100.0,1099.0,1085.0,32
2025-05-15 18:30:00,1080.0,1060.0,1085.0,60
2025-05-18 18:30:00,1079.75,1079.75,1085.0,77
2025-05-21 18:30:00,1095.0,1070.0,1085.0,60
2025-05-22 18:30:00,1076.0,1070.0,1070.0,1161
2025-05-25 18:30:00,1100.0,1061.0,1066.0,280
2025-05-26 18:30:00,1110.0,1110.0,1066.0,2
2025-05-27 18:30:00,1124.75,1061.25,1098.0,124
2025-05-28 18:30:00,1098.0,1061.5,1098.0,73
2025-05-29 18:30:00,1098.0,1063.0,1098.0,48
2025-06-01 18:30:00,1099.0,1070.0,1098.0,9
2025-06-02 18:30:00,1098.0,1025.25,1098.0,22
2025-06-03 18:30:00,1104.5,1098.0,1098.0,34
2025-06-04 18:30:00,1100.0,1100.0,1100.0,132
2025-06-05 18:30:00,1099.0,1070.25,1100.0,4
2025-06-10 18:30:00,1124.75,1050.0,1067.75,123
2025-06-11 18:30:00,1090.0,1090.0,1067.75,1
2025-06-12 18:30:00,1100.0,1100.0,1067.75,11
2025-06-15 18:30:00,1124.0,1063.0,1067.75,39
2025-06-16 18:30:00,1080.0,1078.0,1067.75,54
2025-06-17 18:30:00,1120.0,1120.0,1067.75,2
2025-06-18 18:30:00,1077.0,1055.0,1067.75,52
2025-06-19 18:30:00,1120.0,1075.0,1067.75,14
2025-06-23 18:30:00,1100.0,1100.0,1067.75,1
2025-06-24 18:30:00,1110.0,1070.0,1067.75,13
2025-06-25 18:30:00,1095.0,1070.0,1067.75,46
2025-06-26 18:30:00,1091.0,1090.75,1067.75,3
2025-06-29 18:30:00,1128.0,1086.0,1125.0,223
2025-06-30 18:30:00,1125.0,1102.0,1125.0,46722
2025-07-01 18:30:00,1118.0,1102.0,1125.0,24
2025-07-02 18:30:00,1125.0,1105.0,1125.0,24
2025-07-03 18:30:00,1125.0,1120.0,1120.25,168
2025-07-06 18:30:00,1125.0,1120.25,1124.75,813
2025-07-07 18:30:00,1125.0,1122.75,1125.0,226
2025-07-08 18:30:00,1135.0,1125.0,1125.0,57
2025-07-10 18:30:00,1150.0,1127.0,1125.0,22
2025-07-13 18:30:00,1189.0,1134.75,1179.75,476
2025-07-14 18:30:00,1179.75,1150.0,1173.25,107
2025-07-15 18:30:00,1198.0,1160.0,1173.25,26
2025-07-16 18:30:00,1198.0,1152.5,1183.5,105
2025-07-18 04:00:07,1184.25,1140.0,1183.5,57
2025-07-20 18:30:00,1183.75,1140.0,1183.5,97
2025-07-21 18:30:00,1183.5,1141.75,1183.5,3
2025-07-22 18:30:00,1184.25,1182.0,1183.75,203
2025-07-23 18:30:00,1196.0,1184.25,1192.75,258
2025-07-24 18:30:00,1185.0,1184.75,1192.75,21
2025-07-27 18:30:00,1200.0,1150.0,1192.75,38
2025-07-28 18:30:00,1196.5,1160.0,1192.75,36
2025-07-29 18:30:00,1161.75,1128.0,1192.75,36
2025-07-30 18:30:00,1200.0,1161.25,1191.25,369
2025-07-31 18:30:00,1200.0,1161.0,1177.0,266
2025-08-03 18:30:00,1180.0,1162.0,1162.0,168
2025-08-04 18:30:00,1194.5,1160.0,1174.25,231
2025-08-05 18:30:00,1155.25,1140.0,1174.25,51
2025-08-06 18:30:00,1194.5,1140.0,1178.5,137
2025-08-10 18:30:00,1189.0,1180.0,1188.5,129
2025-08-12 18:30:00,1188.0,1188.0,1188.5,45
2025-08-13 18:30:00,1189.0,1161.0,1188.5,97
2025-08-14 18:30:00,1190.0,1160.0,1160.0,360
2025-08-17 18:30:00,1179.75,1145.0,1160.0,92
2025-08-18 18:30:00,1180.75,1145.0,1160.0,22
2025-08-19 18:30:00,1175.0,1145.0,1160.0,1033
2025-08-20 18:30:00,1150.0,1150.0,1150.0,225
2025-08-21 18:30:00,1150.0,1144.0,1146.25,164
2025-08-24 18:30:00,1180.75,1180.5,1146.25,11
2025-08-25 18:30:00,1150.0,1150.0,1146.25,53
2025-08-26 18:30:00,1179.5,1150.25,1146.25,5
2025-08-27 18:30:00,1153.0,1152.0,1146.25,26
2025-08-28 18:30:00,1170.0,1170.0,1146.25,12
2025-08-31 18:30:00,1151.25,1146.5,1146.25,20
